First Name,Last Name,Email,Phone Number,Company Name,Industry,Lead Source,Lead Status,Lead Score,Created Date,Opportunity Amount,Opportunity Stage,Probability of Close,Age,Gender,Location,Product Interest,Last Interaction Date,Contract Type,Contract Start Date,Contract End Date,Monthly Revenue,Support Tickets Open,Support Tickets Closed,Last Email Sent Date,Last Phone Call Date,Last Meeting Date,Email Thread,Notes,Comments
Rebecca,Bird,jwilson@example.com,001-764-462-2105x664,Huynh-Moore,Healthcare,Cold Call,Qualified,13,2024-01-03,52259,Negotiation,0.5077008897723156,59,Female,East Maria,Product A,2023-06-01,One-time Purchase,2022-09-18,2023-05-24,7462,1,1,2023-08-06,2024-02-07,2023-09-12,"['Interest though machine. Owner computer film body care.', 'Black somebody last product plan. Role exist author rule race television official mother.']","['Season current blood beat food. Affect live they better analysis.', 'Room myself face responsibility finish behavior. Walk organization series fire.']","['Mission remain continue prepare race election. Their than other determine expect door crime. Knowledge information help wear middle.', 'Performance series by music believe. Record whatever partner huge.']"
Kyle,Jones,aguirrejesus@example.com,877-915-4450,Sanchez-Flores,Technology,Cold Call,Contacted,49,2023-10-18,40220,Prospecting,0.7796045120544056,64,Male,Dawnchester,Product C,2023-03-12,Service Agreement,2022-01-21,2023-11-30,5098,8,2,2023-06-14,2023-07-25,2023-05-17,"['Receive let American his with bring prevent. Affect couple subject.', 'Nation fish particularly catch. Nation door war region near.', 'Fear high several cause. Country fall shake answer single. Attack walk threat price cup network scene wall.']","['Or right person training level. Weight maintain born instead before book effort. On American determine picture.', 'Hour show away. Explain throughout issue sign thank article.', 'Agent already mother how positive best water. The really half.']","['Computer Mrs first reveal cost consider use. Cost food key race ball program. Face one moment happy.', 'Mention budget as explain. Certainly music spring upon no.', 'Plant none ask probably quite. Study cultural hear article work standard. Event situation least executive become skin.']"
Timothy,Moore,serranotracey@example.com,785-946-7622,"Green, Jones and Ford",Technology,Referral,New,90,2022-02-09,44195,Proposal,0.6538042106053744,73,Male,North Lindaborough,Product C,2023-04-14,Subscription,2023-02-12,2023-06-02,4196,6,1,2023-10-29,2023-10-31,2023-06-14,['Democratic throughout news father miss arrive despite. Bit buy position positive artist note blue.'],"['Represent still contain. Mr lose series music smile. Market should necessary deal suffer.', 'Moment police door well find. Either prepare arrive decision.', 'While paper section field sense hair. Mission her ahead why instead task church use.']","['Only PM any only effect international. Black ground discover else administration group. Church radio include special upon still.', 'Expect society sound. Popular cost coach evening into.', 'Message change reality good thousand. Grow middle weight wide anyone trial seek.']"
Brenda,Ward,jeremy14@example.net,(621)994-7373x30223,Bass PLC,Manufacturing,Cold Call,Contacted,64,2020-04-06,43731,Needs Analysis,0.7061472639901926,63,Male,New Jeffrey,Product C,2023-03-05,Subscription,2022-08-12,2023-12-11,2535,4,2,2023-06-19,2023-11-28,2023-05-11,['Prevent all improve old reach stock. Material successful authority anything direction truth. Fall natural require bill someone.'],"['Few main kitchen major suddenly help. Police turn time can of. Establish success fish exactly.', 'Marriage me tonight issue past. Choose show gas.']","['Go how by change. Professional beyond score similar food level visit. Speech voice son hit.', 'Republican class see worry role.', 'After huge sound cell put.']"
Michele,Watson,alexandersimmons@example.net,001-504-957-1669x7131,Anderson-Greer,Healthcare,Cold Call,Contacted,57,2020-07-20,52778,Closed Won,0.6055344809479607,39,Male,Desireeburgh,Product A,2023-11-27,One-time Purchase,2022-09-09,2023-05-04,6238,5,1,2023-06-14,2023-02-21,2023-06-05,"['While wrong yourself professional ok.', 'Use school environmental bill me. Official nearly office form yard. Hospital care total class husband important.', 'Teacher former employee former situation. Who arm defense low forget. Adult someone material land. Tv control information many not.']","['Difference form relationship receive. People it safe future own discover.', 'Summer real figure though take cup tell people. Reality hour difference agreement. Other happy pay simply know western.']",['Her become when not. Husband everyone garden week either. Camera everyone send impact mother ground.']
Angela,Martinez,joneskylie@example.net,001-431-849-5949x5306,Huerta Inc,Manufacturing,Cold Call,Lost,45,2022-08-21,17389,Proposal,0.7012020437587242,24,Male,Kellymouth,Product B,2023-08-13,Service Agreement,2022-02-14,2023-04-06,1921,3,1,2023-06-03,2023-11-12,2024-02-02,['Fund growth visit whole body baby. Weight leader suggest affect finally prepare. Since himself responsibility president.'],['Produce seven quickly else pretty likely. Involve either family arrive information others. Lot return market management particular.'],['Company rule hard option well forward get. Action safe respond my.']
Bernard,Washington,mperez@example.net,(575)504-3504x9292,Williamson-Burns,Technology,Website,Qualified,13,2021-05-30,79250,Negotiation,0.7789132310269695,38,Male,West Sara,Product B,2023-11-30,One-time Purchase,2021-09-02,2024-02-01,5708,1,0,2023-05-08,2023-12-29,2023-10-26,['Then form system force feeling international.'],['To laugh market close hour law position. Tend other want course ahead. Pick media technology past enter real.'],"['Amount fall similar these maintain threat look child. Member page worry interest. Him example prevent institution.', 'May public street development child inside. Anyone nice charge. Discussion question skill after seek language.', 'Summer table child in those follow involve course. American task rule thing. Throw pick however officer.']"
Jessica,Thompson,marquezchelsea@example.net,001-918-284-8857x487,Villa Inc,Retail,Website,Qualified,30,2022-08-26,95184,Closed Won,0.7846164694864932,77,Male,Lopezchester,Product C,2023-12-12,Custom,2022-09-18,2024-02-15,8440,10,3,2023-11-23,2023-10-08,2023-12-03,['Provide one tree subject. Woman media best director suggest next.'],['Month deep explain wait night. By small news able view common next.'],"['Discover image month international research. Author commercial growth animal happen. Prepare Congress heavy time.', 'Task available sea politics. Your reveal phone already read clear. Region certainly western yet loss.', 'Social child prevent seven mind sound structure. Close message PM type add.']"
Erin,Hernandez,leahwiggins@example.org,798-826-1811x51094,Rangel-Allen,Manufacturing,Cold Call,Lost,81,2021-10-15,14558,Closed Won,0.29914824889250813,57,Female,Barbaraport,Product B,2023-12-25,Custom,2021-03-17,2023-10-09,9004,1,1,2023-02-18,2023-04-28,2023-10-18,"['Strategy during contain speak something rock edge. Discussion partner positive.', 'Whose me apply truth matter. Young performance check too indicate rate able. Toward happen common benefit need.', 'Wear authority assume speech. Look sound these evidence end.']","['Recently simply from strategy score small truth. Other measure turn event teacher all beat. Business really central again might memory.', 'Among more too meet. Fast person owner television go apply. Second game note Democrat of amount have tax.', 'Away method each church that lawyer. Throw song material yet ability heavy future. Me name indeed husband night half message. National effect recent most.']",['Your trouble car financial heart staff. During cover conference. Road keep hot including watch kid state.']
Brandy,Reed,joel45@example.com,882.876.7454,Miller Inc,Manufacturing,Website,New,89,2024-01-07,61647,Closed Won,0.7613934004073301,54,Female,Kevinside,Product A,2023-09-15,Subscription,2021-06-22,2023-10-24,1359,9,2,2023-09-02,2023-11-12,2024-01-11,"['Threat put become budget any amount.', 'Attack leg worry Mrs dinner type. Walk senior camera money seven father see decision. Occur still president election quite want. Movement point bit author nation join.']","['Mention peace thing Republican knowledge five spend. Letter involve feel practice them. Account cut religious affect brother when. Bill already four operation time.', 'Difficult build south himself.']",['Difference director its until word candidate respond. Only participant leave two require break. The glass say.']
George,Cortez,harveymichelle@example.org,419.800.3181x1022,"Camacho, Contreras and Smith",Retail,Website,Contacted,97,2023-10-05,78026,Proposal,0.012579228013677501,42,Female,Smithberg,Product B,2023-03-14,Custom,2022-06-07,2023-12-01,9076,10,9,2023-12-23,2023-11-23,2024-01-05,"['Step control second million anything according market. Visit difficult range purpose trial this. College measure get school practice wide however. Program whom whose mother include all.', 'Right goal new direction. Avoid lot near attack draw a.']","['Analysis guess rock personal. Protect shake behavior prepare time here. Family discuss respond smile look forward west.', 'Group arm best positive.']","['Away exactly reflect say power ground. Similar around rate policy study bad. Respond certain show speak.', 'Much few today raise. Apply which moment just range author.', 'Peace star could road. Article apply during never down. Want process style third detail amount.']"
Elizabeth,Allen,nataliedavis@example.com,965.233.7464x22799,Griffith LLC,Retail,Social Media,Qualified,95,2023-11-23,28402,Negotiation,0.6224524939107191,59,Female,Stevenville,Product C,2023-06-27,One-time Purchase,2023-02-09,2023-10-03,8313,10,1,2023-11-18,2023-04-10,2023-12-20,['Include as interesting deal talk appear opportunity. Note risk even learn their rich wish respond. There issue lose or eight.'],"['Model understand project. Although yeah ball edge thing produce stage. Population happy her above bank.', 'More treatment consumer against ability save. Along city either everything network long appear.', 'Operation sister road act item. President heart carry understand study positive sister free.']",['Box happen attorney second south. From nature box town worry few her. My tax consumer court expect nature.']
Katherine,Roberts,smithyesenia@example.org,001-917-712-2298,Vasquez-Cox,Retail,Cold Call,New,73,2023-02-15,89291,Prospecting,0.8446097244773596,32,Male,Lake Katieland,Product B,2023-11-25,Subscription,2022-03-27,2023-04-30,777,3,1,2023-12-03,2024-01-12,2023-12-22,"['Stock the smile. Fill radio action compare range better station bit.', 'Wish left trade strategy. Smile hot blood ten economy education present yet. Then whose someone radio house.']",['What compare behavior community.'],"['Group foot hope. Child party society treat forget service. Song also Mrs.', 'Teacher design charge bank easy type. Spend already similar suffer laugh authority. Table forward expert exactly I south item.']"
